"J. K. Rowling
          




             CH
            

             OBE
            

             HonFRSE
            

             FRCPE
            

             FRSL",Born,Pen name,Occupation,Alma mater,Period,Genre,Spouse,Children,Signature,Website
Rowling at the                         White House                        in 2010,"Joanne Rowling                        (                         1965-07-31                        )                      31 July 1965                       (age 57)                         Yate                      , Gloucestershire, England",J. K. Rowling                            Robert Galbraith,Author                            philanthropist                            film producer                            television producer                            screenwriter,University of Exeter                                Moray House                                [a],1997–present,Fantasy                            drama                              young adult fiction                                crime fiction,Jorge Arantes                                ​                                ​                              (                               m.                              1992;                               div.                              1995)                              ​                                  Neil Murray                                ​                              (                               m.                                 2001                              )                              ​,3,,jkrowling                          .com
