Stephen King,Born,Pen name,Occupation,Alma mater,Period,Genre,Spouse,Children,Signature,Website
King in 2007,"Stephen Edwin King                        (                         1947-09-21                        )                      September 21, 1947                       (age 75)                         Portland                      ,                       Maine                      , U.S.",Richard Bachman                              John Swithen                            Beryl Evans,Author,University of Maine                      (                       BA                      ),1967–present                         [1],Horror                                fantasy                                supernatural fiction                                drama                                gothic                                genre fiction                                dark fantasy                                post-apocalyptic fiction                                crime fiction                                suspense                                thriller,Tabitha Spruce                            ​                        (                         m.                        1971)                        ​,"3, including                       Joe                      and                       Owen",,stephenking                          .com
